tweet_id,date,username,num_liked,tweet_text,is_retweet
1467844540,Mon Apr 06 22:28:38 PDT 2009,USERID_9,6366,HEROES just isn't doing it for me this season... ,False
1467844907,Mon Apr 06 22:28:45 PDT 2009,USERID_3,8770,Living not downtown sure isn't much fun.  ,True
1467845095,Mon Apr 06 22:28:48 PDT 2009,USERID_4,8567,@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!,True
1467845157,Mon Apr 06 22:28:51 PDT 2009,USERID_8,5761,Man Work is Hard ,True
1467852031,Mon Apr 06 22:30:34 PDT 2009,USERID_2,4565,"getting sick  time for some hot tea, studying, and then sleeeep",False
1467852067,Mon Apr 06 22:30:34 PDT 2009,USERID_4,9594,Getting eyebrows waxed. More pain ,False
1467852789,Mon Apr 06 22:30:45 PDT 2009,USERID_10,686,No phantasy star yesterday  going to work...,False
1467853135,Mon Apr 06 22:30:50 PDT 2009,USERID_1,6515,Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well ,True
1467853356,Mon Apr 06 22:30:54 PDT 2009,USERID_10,3192,Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too ,False
1467853431,Mon Apr 06 22:30:55 PDT 2009,USERID_10,9936,is alone downstairs...working ,True
1467853479,Mon Apr 06 22:30:56 PDT 2009,USERID_9,4939,I feel bad for doing it ,False
1467854062,Mon Apr 06 22:31:05 PDT 2009,USERID_10,9346,"@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. ",False
1467854345,Mon Apr 06 22:31:09 PDT 2009,USERID_9,7959,@pinkserendipity yes sprint has 4g only in baltimore and chicago so far ,True
1467854706,Mon Apr 06 22:31:15 PDT 2009,USERID_1,8972,I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. ,False
1467854917,Mon Apr 06 22:31:18 PDT 2009,USERID_2,7741,Thanks for bursting my bubble ,True
1467855673,Mon Apr 06 22:31:29 PDT 2009,USERID_9,9728,Going to school soon... can't find anything to wear!! gosh it's so hard ,True
1467855812,Mon Apr 06 22:31:31 PDT 2009,USERID_2,4806,@marieclr I was serious  LOL,False
1467855981,Mon Apr 06 22:31:37 PDT 2009,USERID_2,6455,@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history,True
1467856044,Mon Apr 06 22:31:35 PDT 2009,USERID_7,1442,Crazy wind today = no birding  http://ff.im/1XTTi,False
1467856352,Mon Apr 06 22:31:40 PDT 2009,USERID_3,523,currently at work.. ,True
1467856426,Mon Apr 06 22:31:41 PDT 2009,USERID_6,8675,Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh. ,True
1467856497,Mon Apr 06 22:31:43 PDT 2009,USERID_7,3105,@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!,False
1467856632,Mon Apr 06 22:31:45 PDT 2009,USERID_1,1724,i don't see the big deal with this website ,False
1467856821,Mon Apr 06 22:31:48 PDT 2009,USERID_6,5145,@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail,True
1467856919,Mon Apr 06 22:31:50 PDT 2009,USERID_4,3887,@ColinDeMar Far too out of the way for rail.  any other tips?,False
1467857221,Mon Apr 06 22:31:54 PDT 2009,USERID_5,3589,I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching.,False
1467857297,Mon Apr 06 22:31:56 PDT 2009,USERID_1,736,"Today I realized I am too good at hiding things, even I can't find it ",True
1467857378,Mon Apr 06 22:31:57 PDT 2009,USERID_4,9459,"Staying at a friends house...house sitting, neighbors are SO loud-having a party ",True
1467857511,Mon Apr 06 22:31:59 PDT 2009,USERID_7,3713,@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!,False
1467857722,Mon Apr 06 22:32:02 PDT 2009,USERID_8,9072,Check out my mug  http://www.erika-obscura.blogspot.com,True
1467857975,Mon Apr 06 22:32:06 PDT 2009,USERID_9,4893,Borders closed at 10 ,False
1467858363,Mon Apr 06 22:32:12 PDT 2009,USERID_10,4263,Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days ,True
1467858627,Mon Apr 06 22:32:16 PDT 2009,USERID_3,8400,Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM! ,False
1467858869,Mon Apr 06 22:32:20 PDT 2009,USERID_10,1609,is watching the hill . . .and its making me sad ,False
1467859025,Mon Apr 06 22:32:22 PDT 2009,USERID_4,5618,So many channels.... yet so so boring... lazy day again  may have to find a hobby,True
1467859066,Mon Apr 06 22:32:23 PDT 2009,USERID_9,99,@supersport I miss my buddy  ill be in NY on the 25th,True
1467859408,Mon Apr 06 22:32:28 PDT 2009,USERID_5,2878,@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people,False
1467859436,Mon Apr 06 22:32:28 PDT 2009,USERID_7,8001,Opps.. As I said.. I still got one day remain and now problem come ,True
1467859558,Mon Apr 06 22:32:30 PDT 2009,USERID_1,8732,"I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb",False
1467859666,Mon Apr 06 22:32:31 PDT 2009,USERID_9,9158,@HillyDoP  oH NO,True
1467859820,Mon Apr 06 22:32:36 PDT 2009,USERID_10,7921,spencer is not a good guy. ,True
1467859922,Mon Apr 06 22:32:35 PDT 2009,USERID_6,3955,"@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman.",True
1467860895,Mon Apr 06 22:32:50 PDT 2009,USERID_1,2055,wanttss to go out ,False
1467860904,Mon Apr 06 22:32:51 PDT 2009,USERID_7,9851,Is not going to sleep tonite. ,False
1467861095,Mon Apr 06 22:32:54 PDT 2009,USERID_10,7191,too worried and tired to post tonight ,False
1467861522,Mon Apr 06 22:33:00 PDT 2009,USERID_1,2742,"Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep ",True
1467861571,Mon Apr 06 22:33:01 PDT 2009,USERID_1,7095,"@stustone Your show is whack. Way worse than whack, it's wiggety-whack.    :*(:*(:*(",False
1467862213,Mon Apr 06 22:33:11 PDT 2009,USERID_2,2455,@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by now,True
1467862313,Mon Apr 06 22:33:13 PDT 2009,USERID_10,3256,"@eloquentembrace You're going to kill me, but I've not seen DS9. I've been waiting till I can do it in one solid week sitting. ",False
1467862355,Mon Apr 06 22:33:13 PDT 2009,USERID_3,4110,@cheechbud i think ur right!! hahaha!! 4.5 hrs now!! ,True
